"from","to","weight","hourdiff","is_duplicate"
"189864975","189865165",0.4174,-24,"both"
"189864975","189864990",0.8205,0,"from"
"189864977","189864860",0.8339,24,"to"
"189864978","189864980",0.752,0,"both"
"189864978","189864982",0.6747,0,"both"
"189864978","189864994",0.5402,0,"from"
"189864978","189865007",0.6766,0,"from"
"189864979","189864973",0.5203,0,"to"
"189864980","189864978",0.752,0,"both"
"189864980","189864982",0.5167,0,"both"
"189864980","189864994",0.4156,0,"from"
"189864980","189865007",0.6878,0,"from"
"189864982","189864978",0.6747,0,"both"
"189864982","189864980",0.5167,0,"both"
"189864982","189864994",0.4147,0,"from"
"189864982","189865007",0.4948,0,"from"
"189864985","189865146",0.8035,-24,"from"
"189864985","189864931",0.9052,0,"both"
"189864985","189864986",0.8699,0,"both"
"189864985","189864795",0.7769,24,"both"
"189864986","189865146",0.7629,-24,"from"
"189864986","189864931",0.8647,0,"both"
"189864986","189864985",0.8699,0,"both"
"189864986","189864795",0.7418,24,"both"
"189864987","189864960",0.6911,0,"to"
"189864987","189864969",0.6125,0,"to"
"189864987","189864841",0.4153,24,"to"
"189864988","189864836",0.734,24,"to"
"189864990","189864975",0.8205,0,"to"
"189864991","189865028",0.5287,-24,"from"
"189864994","189864978",0.5402,0,"to"
"189864994","189864980",0.4156,0,"to"
"189864994","189864982",0.4147,0,"to"
"189865001","189865172",0.6006,-24,"from"
"189865001","189864876",0.5098,24,"both"
"189865002","189865006",0.4008,0,"from"
"189865003","189865180",0.526,-24,"from"
"189865003","189864801",0.7381,24,"both"
"189865005","189865067",0.7635,-24,"both"
"189865005","189864956",0.6404,0,"both"
"189865005","189864858",0.6031,24,"both"
"189865006","189865002",0.4008,0,"to"
"189865007","189864978",0.6766,0,"to"
"189865007","189864980",0.6878,0,"to"
"189865007","189864982",0.4948,0,"to"
"189865008","189865039",0.8639,-24,"from"
"189865008","189864916",0.5998,0,"both"
"189865010","189864972",0.8875,0,"to"
"189865010","189864821",0.6493,24,"to"
"189865011","189864814",0.6077,24,"to"
"189865012","189864909",0.7104,0,"to"
"189865016","189864944",0.4304,0,"to"
"189865016","189864954",0.4121,0,"to"
"189865020","189864932",0.6005,24,"to"
"189865020","189864957",0.7071,24,"to"
"189865021","189865035",0.4314,0,"both"
"189865022","189864908",0.5681,24,"to"
"189865028","189864991",0.5287,24,"to"
"189865032","189865093",0.5442,0,"from"
"189865033","189865194",0.4852,-24,"from"
"189865033","189865160",0.9296,0,"both"
"189865035","189865021",0.4314,0,"both"
"189865035","189865054",0.4483,0,"from"
"189865038","189865306",0.6722,-24,"from"
"189865038","189865052",0.4852,0,"both"
"189865039","189864916",0.6411,24,"to"
"189865039","189865008",0.8639,24,"to"
"189865041","189865212",0.4981,-24,"from"
"189865041","189864946",0.647,24,"both"
"189865042","189865210",0.5662,-24,"from"
"189865043","189864962",0.5584,24,"to"
"189865046","189865224",0.4342,-24,"from"
"189865052","189865306",0.5147,-24,"from"
"189865052","189865382",0.4423,-24,"both"
"189865052","189865038",0.4852,0,"both"
"189865054","189865035",0.4483,0,"to"
"189865059","189864936",0.7665,24,"to"
"189865064","189865356",0.4141,-24,"both"
"189865064","189864937",0.4406,24,"both"
"189865065","189865138",0.6842,0,"to"
"189865065","189865166",0.6592,0,"to"
"189865067","189865230",0.5205,-24,"both"
"189865067","189865279",0.481,-24,"from"
"189865068","189865151",0.6095,0,"from"
"189865069","189865088",0.8357,0,"from"
"189865072","189865094",0.8372,0,"from"
"189865079","189865167",0.7631,0,"from"
"189865082","189865101",0.8518,0,"from"
"189865084","189865186",0.5736,0,"from"
"189865088","189865069",0.8357,0,"to"
"189865089","189865158",0.4594,0,"from"
"189865093","189865032",0.5442,0,"to"
"189865094","189865072",0.8372,0,"to"
"189865096","189864951",0.4248,24,"to"
"189865101","189865082",0.8518,0,"to"
"189865109","189864934",0.4967,24,"to"
"189865113","189865260",0.8234,-24,"both"
"189865114","189865235",0.4123,-24,"from"
"189865115","189865288",0.6625,-24,"from"
"189865132","189865161",0.9883,0,"from"
"189865136","189865280",0.5577,-24,"both"
"189865136","189865379",0.443,-24,"both"
"189865136","189865153",0.9702,0,"both"
"189865136","189865165",0.498,0,"both"
"189865136","189864975",0.4141,24,"both"
"189865138","189865319",0.433,-24,"from"
"189865138","189865350",0.4116,-24,"both"
"189865138","189865065",0.6842,0,"from"
"189865138","189865166",0.8677,0,"both"
"189865143","189865385",0.4155,-24,"from"
"189865143","189865184",0.6904,0,"both"
"189865145","189865156",0.9218,0,"from"
"189865146","189864931",0.8504,24,"to"
"189865146","189864985",0.8035,24,"to"
"189865146","189864986",0.7629,24,"to"
"189865148","189865328",0.4975,-24,"both"
"189865148","189865335",0.5781,-24,"both"
"189865148","189865348",0.557,-24,"both"
"189865148","189865150",0.895,0,"both"
"189865148","189865163",0.5535,0,"both"
"189865150","189865328",0.5123,-24,"both"
"189865150","189865335",0.5873,-24,"both"
"189865150","189865348",0.5801,-24,"both"
"189865150","189865148",0.895,0,"both"
"189865150","189865163",0.5423,0,"both"
"189865151","189865068",0.6095,0,"to"
"189865152","189865157",0.9065,0,"from"
"189865153","189865280",0.5781,-24,"both"
"189865153","189865315",0.4172,-24,"both"
"189865153","189865379",0.4542,-24,"both"
"189865153","189865136",0.9702,0,"both"
"189865153","189865165",0.535,0,"both"
"189865153","189864975",0.4364,24,"both"
"189865156","189865145",0.9218,0,"to"
"189865157","189865152",0.9065,0,"to"
"189865158","189865089",0.4594,0,"to"
"189865160","189865194",0.5059,-24,"from"
"189865160","189865033",0.9296,0,"both"
"189865161","189865132",0.9883,0,"to"
"189865163","189865328",0.6099,-24,"both"
"189865163","189865335",0.6345,-24,"both"
"189865163","189865348",0.6745,-24,"both"
"189865163","189865148",0.5535,0,"both"
"189865163","189865150",0.5423,0,"both"
"189865165","189865280",0.4111,-24,"both"
"189865165","189865315",0.508,-24,"both"
"189865165","189865379",0.4114,-24,"both"
"189865165","189865136",0.498,0,"both"
"189865165","189865153",0.535,0,"both"
"189865165","189864975",0.4174,24,"both"
"189865166","189865231",0.4206,-24,"both"
"189865166","189865319",0.4711,-24,"from"
"189865166","189865350",0.4628,-24,"both"
"189865166","189865065",0.6592,0,"from"
"189865166","189865138",0.8677,0,"both"
"189865167","189865079",0.7631,0,"to"
"189865172","189865001",0.6006,24,"to"
"189865180","189865003",0.526,24,"to"
"189865182","189865378",0.4963,-24,"both"
"189865184","189865385",0.5515,-24,"from"
"189865184","189865143",0.6904,0,"both"
"189865186","189865084",0.5736,0,"to"
"189865189","189865278",0.8062,-24,"both"
"189865193","189865369",0.4756,0,"from"
"189865194","189865033",0.4852,24,"to"
"189865194","189865160",0.5059,24,"to"
"189865198","189865215",0.6026,0,"from"
"189865200","189865267",0.4786,0,"from"
"189865204","189865367",0.5428,0,"from"
"189865210","189865042",0.5662,24,"to"
"189865212","189865041",0.4981,24,"to"
"189865214","189865309",0.9469,0,"from"
"189865215","189865198",0.6026,0,"to"
"189865217","189865458",0.4669,-24,"from"
"189865217","189865291",0.5111,0,"both"
"189865221","189865489",0.7728,-24,"both"
"189865224","189865046",0.4342,24,"to"
"189865225","189865310",0.4272,0,"from"
"189865226","189865250",0.8411,0,"from"
"189865227","189865228",0.5046,0,"both"
"189865227","189865349",0.8346,0,"from"
"189865228","189865227",0.5046,0,"both"
"189865228","189865349",0.5648,0,"from"
"189865230","189865279",0.7222,0,"from"
"189865230","189865067",0.5205,24,"both"
"189865231","189865319",0.7029,0,"from"
"189865231","189865350",0.7076,0,"both"
"189865231","189865166",0.4206,24,"both"
"189865232","189865254",0.5519,0,"from"
"189865235","189865114",0.4123,24,"to"
"189865237","189865405",0.5212,-24,"both"
"189865237","189865444",0.413,-24,"from"
"189865237","189865334",0.4557,0,"both"
"189865243","189865252",0.9072,0,"from"
"189865246","189865271",0.8383,0,"from"
"189865248","189865274",0.8429,0,"both"
"189865248","189865354",0.6383,0,"from"
"189865250","189865226",0.8411,0,"to"
"189865252","189865243",0.9072,0,"to"
"189865253","189865332",0.8505,0,"from"
"189865254","189865232",0.5519,0,"to"
"189865260","189865386",0.4118,0,"from"
"189865260","189865113",0.8234,24,"both"
"189865267","189865200",0.4786,0,"to"
"189865271","189865246",0.8383,0,"to"
"189865274","189865248",0.8429,0,"both"
"189865274","189865354",0.773,0,"from"
"189865278","189865407",0.7815,-24,"both"
"189865278","189865416",0.5828,-24,"from"
"189865278","189865189",0.8062,24,"both"
"189865279","189865230",0.7222,0,"to"
"189865279","189865067",0.481,24,"to"
"189865280","189865406",0.6292,-24,"from"
"189865280","189865315",0.4395,0,"both"
"189865280","189865379",0.5021,0,"both"
"189865280","189865136",0.5577,24,"both"
"189865280","189865153",0.5781,24,"both"
"189865280","189865165",0.4111,24,"both"
"189865282","189865387",0.5401,-24,"from"
"189865283","189865370",0.7829,0,"from"
"189865287","189865427",0.7719,-24,"both"
"189865287","189865441",0.6993,-24,"both"
"189865287","189865487",0.5826,-24,"both"
"189865287","189865529",0.4393,-24,"from"
"189865288","189865115",0.6625,24,"to"
"189865291","189865458",0.492,-24,"from"
"189865291","189865217",0.5111,0,"both"
"189865306","189865038",0.6722,24,"to"
"189865306","189865052",0.5147,24,"to"
"189865309","189865214",0.9469,0,"to"
"189865310","189865225",0.4272,0,"to"
"189865315","189865406",0.5945,-24,"from"
"189865315","189865280",0.4395,0,"both"
"189865315","189865379",0.5397,0,"both"
"189865315","189865153",0.4172,24,"both"
"189865315","189865165",0.508,24,"both"
"189865316","189865347",0.8086,0,"from"
"189865319","189865231",0.7029,0,"to"
"189865319","189865350",0.92,0,"to"
"189865319","189865138",0.433,24,"to"
"189865319","189865166",0.4711,24,"to"
"189865321","189865344",0.9765,0,"from"
"189865328","189865462",0.5431,-24,"from"
"189865328","189865335",0.8896,0,"both"
"189865328","189865348",0.7327,0,"both"
"189865328","189865148",0.4975,24,"both"
"189865328","189865150",0.5123,24,"both"
"189865328","189865163",0.6099,24,"both"
"189865332","189865253",0.8505,0,"to"
"189865333","189865454",0.7664,-24,"from"
"189865334","189865405",0.5274,-24,"both"
"189865334","189865436",0.439,-24,"both"
"189865334","189865444",0.4216,-24,"from"
"189865334","189865237",0.4557,0,"both"
"189865335","189865462",0.6176,-24,"from"
"189865335","189865328",0.8896,0,"both"
"189865335","189865348",0.8472,0,"both"
"189865335","189865148",0.5781,24,"both"
"189865335","189865150",0.5873,24,"both"
"189865335","189865163",0.6345,24,"both"
"189865341","189865384",0.5712,0,"from"
"189865344","189865321",0.9765,0,"to"
"189865347","189865316",0.8086,0,"to"
"189865348","189865462",0.6135,-24,"from"
"189865348","189865328",0.7327,0,"both"
"189865348","189865335",0.8472,0,"both"
"189865348","189865148",0.557,24,"both"
"189865348","189865150",0.5801,24,"both"
"189865348","189865163",0.6745,24,"both"
"189865349","189865227",0.8346,0,"to"
"189865349","189865228",0.5648,0,"to"
"189865350","189865512",0.4317,-24,"from"
"189865350","189865231",0.7076,0,"both"
"189865350","189865319",0.92,0,"from"
"189865350","189865138",0.4116,24,"both"
"189865350","189865166",0.4628,24,"both"
"189865354","189865248",0.6383,0,"to"
"189865354","189865274",0.773,0,"to"
"189865356","189865388",0.4641,-24,"from"
"189865356","189865064",0.4141,24,"both"
"189865358","189865553",0.5223,-24,"from"
"189865358","189865380",0.6036,0,"from"
"189865367","189865204",0.5428,0,"to"
"189865368","189865498",0.415,-24,"from"
"189865369","189865193",0.4756,0,"to"
"189865370","189865283",0.7829,0,"to"
"189865378","189865559",0.4564,-24,"from"
"189865378","189865182",0.4963,24,"both"
"189865379","189865406",0.762,-24,"from"
"189865379","189865280",0.5021,0,"both"
"189865379","189865315",0.5397,0,"both"
"189865379","189865136",0.443,24,"both"
"189865379","189865153",0.4542,24,"both"
"189865379","189865165",0.4114,24,"both"
"189865380","189865358",0.6036,0,"to"
"189865382","189865418",0.6106,-24,"from"
"189865382","189865052",0.4423,24,"both"
"189865384","189865341",0.5712,0,"to"
"189865385","189865143",0.4155,24,"to"
"189865385","189865184",0.5515,24,"to"
"189865386","189865260",0.4118,0,"to"
"189865387","189865282",0.5401,24,"to"
"189865388","189865356",0.4641,24,"to"
"189865394","189865403",0.4476,0,"from"
"189865396","189865632",0.4298,-24,"both"
"189865398","189865460",0.6578,0,"both"
"189865400","189865632",0.4139,-24,"both"
"189865400","189865401",0.449,0,"both"
"189865400","189865421",0.4616,0,"both"
"189865401","189865632",0.4465,-24,"both"
"189865401","189865400",0.449,0,"both"
"189865403","189865394",0.4476,0,"to"
"189865405","189865436",0.6637,0,"both"
"189865405","189865444",0.6205,0,"from"
"189865405","189865237",0.5212,24,"both"
"189865405","189865334",0.5274,24,"both"
"189865406","189865280",0.6292,24,"to"
"189865406","189865315",0.5945,24,"to"
"189865406","189865379",0.762,24,"to"
"189865407","189865416",0.6052,0,"from"
"189865407","189865278",0.7815,24,"both"
"189865412","189865598",0.5996,-24,"from"
"189865412","189865449",0.6508,0,"both"
"189865416","189865407",0.6052,0,"to"
"189865416","189865278",0.5828,24,"to"
"189865418","189865382",0.6106,24,"to"
"189865419","189865549",0.4007,0,"from"
"189865419","189865569",0.6014,0,"from"
"189865421","189865632",0.4778,-24,"both"
"189865421","189865400",0.4616,0,"both"
"189865422","189865472",0.4023,0,"from"
"189865427","189865441",0.9488,0,"both"
"189865427","189865487",0.7307,0,"both"
"189865427","189865529",0.5618,0,"from"
"189865427","189865287",0.7719,24,"both"
"189865428","189865479",0.4569,0,"both"
"189865428","189865485",0.6682,0,"from"
"189865432","189865512",0.8895,0,"from"
"189865432","189865537",0.9021,0,"both"
"189865433","189865522",0.9151,0,"from"
"189865436","189865405",0.6637,0,"both"
"189865436","189865444",0.8336,0,"from"
"189865436","189865334",0.439,24,"both"
"189865438","189865500",0.9584,0,"from"
"189865441","189865427",0.9488,0,"both"
"189865441","189865487",0.7357,0,"both"
"189865441","189865529",0.6297,0,"from"
"189865441","189865287",0.6993,24,"both"
"189865444","189865405",0.6205,0,"to"
"189865444","189865436",0.8336,0,"to"
"189865444","189865237",0.413,24,"to"
"189865444","189865334",0.4216,24,"to"
"189865447","189865560",0.691,0,"from"
"189865449","189865598",0.4015,-24,"from"
"189865449","189865412",0.6508,0,"both"
"189865454","189865333",0.7664,24,"to"
"189865458","189865217",0.4669,24,"to"
"189865458","189865291",0.492,24,"to"
"189865459","189865466",0.722,0,"both"
"189865459","189865526",0.652,0,"from"
"189865460","189865398",0.6578,0,"both"
"189865460","189865482",0.4169,0,"from"
"189865462","189865328",0.5431,24,"to"
"189865462","189865335",0.6176,24,"to"
"189865462","189865348",0.6135,24,"to"
"189865465","189865479",0.4507,0,"both"
"189865465","189865485",0.4312,0,"from"
"189865466","189865459",0.722,0,"both"
"189865466","189865526",0.6051,0,"from"
"189865467","189865519",0.7792,0,"from"
"189865472","189865422",0.4023,0,"to"
"189865476","189865479",0.4171,0,"both"
"189865479","189865428",0.4569,0,"both"
"189865479","189865465",0.4507,0,"both"
"189865479","189865476",0.4171,0,"both"
"189865479","189865485",0.5063,0,"from"
"189865482","189865460",0.4169,0,"to"
"189865483","189865498",0.4451,0,"from"
"189865485","189865428",0.6682,0,"to"
"189865485","189865465",0.4312,0,"to"
"189865485","189865479",0.5063,0,"to"
"189865486","189865567",0.444,0,"from"
"189865487","189865427",0.7307,0,"both"
"189865487","189865441",0.7357,0,"both"
"189865487","189865529",0.4031,0,"from"
"189865487","189865287",0.5826,24,"both"
"189865489","189865674",0.6543,-24,"from"
"189865489","189865221",0.7728,24,"both"
"189865494","189865713",0.5259,-24,"both"
"189865494","189865736",0.4278,-24,"from"
"189865497","189865581",0.7878,-24,"from"
"189865498","189865483",0.4451,0,"to"
"189865498","189865368",0.415,24,"to"
"189865499","189865533",0.7769,0,"from"
"189865500","189865438",0.9584,0,"to"
"189865502","189865550",0.8984,0,"from"
"189865506","189865524",0.8662,0,"from"
"189865508","189865542",0.9013,0,"from"
"189865510","189865532",0.7704,0,"from"
"189865512","189865432",0.8895,0,"to"
"189865512","189865537",0.9246,0,"to"
"189865512","189865350",0.4317,24,"to"
"189865517","189865546",0.6401,0,"from"
"189865519","189865467",0.7792,0,"to"
"189865522","189865433",0.9151,0,"to"
"189865523","189865536",0.852,0,"from"
"189865524","189865506",0.8662,0,"to"
"189865526","189865459",0.652,0,"to"
"189865526","189865466",0.6051,0,"to"
"189865528","189865621",0.8743,-24,"from"
"189865529","189865427",0.5618,0,"to"
"189865529","189865441",0.6297,0,"to"
"189865529","189865487",0.4031,0,"to"
"189865529","189865287",0.4393,24,"to"
"189865532","189865510",0.7704,0,"to"
"189865533","189865499",0.7769,0,"to"
"189865536","189865523",0.852,0,"to"
"189865537","189865685",0.4227,-24,"both"
"189865537","189865432",0.9021,0,"both"
"189865537","189865512",0.9246,0,"from"
"189865542","189865508",0.9013,0,"to"
"189865546","189865517",0.6401,0,"to"
"189865549","189865419",0.4007,0,"to"
"189865550","189865502",0.8984,0,"to"
"189865553","189865358",0.5223,24,"to"
"189865558","189865648",0.5578,-24,"both"
"189865558","189865657",0.4192,-24,"from"
"189865559","189865378",0.4564,24,"to"
"189865560","189865447",0.691,0,"to"
"189865567","189865486",0.444,0,"to"
"189865569","189865419",0.6014,0,"to"
"189865576","189865748",0.4419,-24,"from"
"189865576","189865743",0.6948,0,"from"
"189865580","189865628",0.599,0,"from"
"189865581","189865497",0.7878,24,"to"
"189865590","189865832",0.5144,-24,"from"
"189865597","189865618",0.9589,0,"from"
"189865598","189865412",0.5996,24,"to"
"189865598","189865449",0.4015,24,"to"
"189865603","189865630",0.4343,0,"to"
"189865605","189865781",0.4161,-24,"both"
"189865605","189865858",0.4328,-24,"both"
"189865605","189865884",0.4346,-24,"from"
"189865605","189865685",0.7934,0,"both"
"189865605","189865707",0.6931,0,"from"
"189865609","189865645",0.83,0,"from"
"189865610","189865625",0.8726,0,"both"
"189865610","189865741",0.7444,0,"from"
"189865611","189865613",0.8471,0,"from"
"189865613","189865611",0.8471,0,"to"
"189865615","189865827",0.7263,-24,"from"
"189865617","189865787",0.4683,-24,"from"
"189865618","189865597",0.9589,0,"to"
"189865621","189865528",0.8743,24,"to"
"189865622","189865806",0.4787,-24,"from"
"189865625","189865610",0.8726,0,"both"
"189865625","189865741",0.7288,0,"from"
"189865626","189865734",0.5216,0,"from"
"189865628","189865580",0.599,0,"to"
"189865630","189865777",0.4042,-24,"both"
"189865630","189865603",0.4343,0,"from"
"189865632","189865795",0.4383,-24,"both"
"189865632","189865800",0.4686,-24,"both"
"189865632","189865396",0.4298,24,"both"
"189865632","189865400",0.4139,24,"both"
"189865632","189865401",0.4465,24,"both"
"189865632","189865421",0.4778,24,"both"
"189865637","189865654",0.5458,0,"both"
"189865637","189865738",0.8341,0,"from"
"189865639","189865698",0.9034,0,"from"
"189865645","189865609",0.83,0,"to"
"189865648","189865657",0.5305,0,"from"
"189865648","189865558",0.5578,24,"both"
"189865652","189865663",0.7496,0,"both"
"189865652","189865668",0.4241,0,"from"
"189865652","189865670",0.5794,0,"both"
"189865652","189865686",0.6633,0,"from"
"189865654","189865637",0.5458,0,"both"
"189865654","189865738",0.5266,0,"from"
"189865655","189865730",0.7179,0,"from"
"189865657","189865648",0.5305,0,"to"
"189865657","189865558",0.4192,24,"to"
"189865661","189865699",0.9183,0,"both"
"189865661","189865739",0.5761,0,"from"
"189865663","189865652",0.7496,0,"both"
"189865663","189865670",0.5983,0,"both"
"189865663","189865686",0.6053,0,"from"
"189865668","189865652",0.4241,0,"to"
"189865670","189865652",0.5794,0,"both"
"189865670","189865663",0.5983,0,"both"
"189865670","189865686",0.4379,0,"from"
"189865674","189865489",0.6543,24,"to"
"189865685","189865781",0.4105,-24,"both"
"189865685","189865858",0.4269,-24,"both"
"189865685","189865884",0.4179,-24,"from"
"189865685","189865605",0.7934,0,"both"
"189865685","189865707",0.8037,0,"from"
"189865685","189865537",0.4227,24,"both"
"189865686","189865652",0.6633,0,"to"
"189865686","189865663",0.6053,0,"to"
"189865686","189865670",0.4379,0,"to"
"189865687","189865886",0.5677,-24,"both"
"189865693","189865745",0.7032,-24,"both"
"189865693","189865802",0.7427,-24,"from"
"189865698","189865639",0.9034,0,"to"
"189865699","189865661",0.9183,0,"both"
"189865699","189865739",0.6275,0,"from"
"189865707","189865605",0.6931,0,"to"
"189865707","189865685",0.8037,0,"to"
"189865713","189865736",0.6218,0,"from"
"189865713","189865494",0.5259,24,"both"
"189865726","189865740",0.4238,0,"from"
"189865730","189865655",0.7179,0,"to"
"189865734","189865626",0.5216,0,"to"
"189865736","189865713",0.6218,0,"to"
"189865736","189865494",0.4278,24,"to"
"189865737","189865771",0.4312,-24,"from"
"189865738","189865637",0.8341,0,"to"
"189865738","189865654",0.5266,0,"to"
"189865739","189865661",0.5761,0,"to"
"189865739","189865699",0.6275,0,"to"
"189865740","189865726",0.4238,0,"to"
"189865741","189865610",0.7444,0,"to"
"189865741","189865625",0.7288,0,"to"
"189865743","189865576",0.6948,0,"to"
"189865745","189865802",0.9149,0,"from"
"189865745","189865693",0.7032,24,"both"
"189865747","189865762",0.6739,0,"from"
"189865748","189865576",0.4419,24,"to"
"189865749","189865758",0.6036,0,"from"
"189865750","189865988",0.4757,-24,"from"
"189865753","189865812",0.591,0,"from"
"189865758","189865749",0.6036,0,"to"
"189865759","189865820",0.9103,0,"from"
"189865762","189865747",0.6739,0,"to"
"189865770","189865875",0.7267,0,"from"
"189865771","189865737",0.4312,24,"to"
"189865772","189865808",0.823,0,"from"
"189865775","189865797",0.7994,0,"from"
"189865776","189865825",0.9625,0,"from"
"189865777","189866019",0.4113,-24,"both"
"189865777","189865834",0.8623,0,"both"
"189865777","189865630",0.4042,24,"both"
"189865779","189865799",0.9538,0,"from"
"189865781","189865858",0.8823,0,"both"
"189865781","189865884",0.7788,0,"from"
"189865781","189865605",0.4161,24,"both"
"189865781","189865685",0.4105,24,"both"
"189865786","189865810",0.9425,0,"from"
"189865787","189865617",0.4683,24,"to"
"189865789","189865795",0.5606,0,"both"
"189865789","189865800",0.4622,0,"both"
"189865789","189865877",0.4582,0,"from"
"189865792","189865795",0.4067,0,"both"
"189865792","189865800",0.4042,0,"both"
"189865792","189865877",0.4074,0,"from"
"189865795","189865789",0.5606,0,"both"
"189865795","189865792",0.4067,0,"both"
"189865795","189865800",0.8472,0,"both"
"189865795","189865877",0.5762,0,"from"
"189865795","189865632",0.4383,24,"both"
"189865796","189865912",0.5871,0,"from"
"189865797","189865775",0.7994,0,"to"
"189865798","189865877",0.4051,0,"from"
"189865799","189865779",0.9538,0,"to"
"189865800","189865789",0.4622,0,"both"
"189865800","189865792",0.4042,0,"both"
"189865800","189865795",0.8472,0,"both"
"189865800","189865877",0.5607,0,"from"
"189865800","189865632",0.4686,24,"both"
"189865802","189865745",0.9149,0,"to"
"189865802","189865693",0.7427,24,"to"
"189865804","189865960",0.4363,-24,"from"
"189865804","189865838",0.4978,0,"both"
"189865804","189865857",0.4856,0,"both"
"189865804","189865876",0.5649,0,"both"
"189865806","189865622",0.4787,24,"to"
"189865807","189865847",0.5092,0,"from"
"189865808","189865772",0.823,0,"to"
"189865810","189865786",0.9425,0,"to"
"189865811","189865939",0.428,-24,"both"
"189865811","189866019",0.4763,-24,"both"
"189865811","189866028",0.4254,-24,"both"
"189865812","189865753",0.591,0,"to"
"189865820","189865759",0.9103,0,"to"
"189865825","189865776",0.9625,0,"to"
"189865827","189865615",0.7263,24,"to"
"189865829","189866007",0.4169,-24,"from"
"189865832","189865590",0.5144,24,"to"
"189865834","189865939",0.4106,-24,"both"
"189865834","189866019",0.4238,-24,"both"
"189865834","189865777",0.8623,0,"both"
"189865838","189865960",0.5803,-24,"from"
"189865838","189865804",0.4978,0,"both"
"189865838","189865857",0.5645,0,"both"
"189865838","189865876",0.6253,0,"both"
"189865839","189866004",0.5114,-24,"from"
"189865839","189865890",0.8649,0,"both"
"189865844","189865880",0.7921,0,"from"
"189865847","189865807",0.5092,0,"to"
"189865857","189865960",0.5072,-24,"from"
"189865857","189865804",0.4856,0,"both"
"189865857","189865838",0.5645,0,"both"
"189865857","189865876",0.877,0,"both"
"189865858","189865781",0.8823,0,"both"
"189865858","189865884",0.8249,0,"from"
"189865858","189865605",0.4328,24,"both"
"189865858","189865685",0.4269,24,"both"
"189865862","189865889",0.9096,0,"from"
"189865865","189865900",0.4523,0,"from"
"189865866","189865906",0.8669,0,"from"
"189865870","189865873",0.8938,0,"from"
"189865871","189865891",0.8819,0,"from"
"189865873","189865870",0.8938,0,"to"
"189865875","189865770",0.7267,0,"to"
"189865876","189865960",0.5321,-24,"from"
"189865876","189865804",0.5649,0,"both"
"189865876","189865838",0.6253,0,"both"
"189865876","189865857",0.877,0,"both"
"189865877","189865789",0.4582,0,"to"
"189865877","189865792",0.4074,0,"to"
"189865877","189865795",0.5762,0,"to"
"189865877","189865798",0.4051,0,"to"
"189865877","189865800",0.5607,0,"to"
"189865880","189865844",0.7921,0,"to"
"189865884","189865781",0.7788,0,"to"
"189865884","189865858",0.8249,0,"to"
"189865884","189865605",0.4346,24,"to"
"189865884","189865685",0.4179,24,"to"
"189865886","189866012",0.4798,-24,"both"
"189865886","189865687",0.5677,24,"both"
"189865889","189865862",0.9096,0,"to"
"189865890","189866004",0.5608,-24,"from"
"189865890","189865839",0.8649,0,"both"
"189865891","189865871",0.8819,0,"to"
"189865893","189865899",0.589,0,"from"
"189865899","189865893",0.589,0,"to"
"189865900","189865865",0.4523,0,"to"
"189865904","189865911",0.4708,0,"from"
"189865906","189865866",0.8669,0,"to"
"189865911","189865904",0.4708,0,"to"
"189865912","189865796",0.5871,0,"to"
"189865928","189865973",0.8815,0,"from"
"189865931","189862834",0.7239,-24,"both"
"189865932","189862831",0.5239,-24,"both"
"189865932","189862849",0.4438,-24,"from"
"189865932","189862861",0.484,-24,"from"
"189865934","189866008",0.549,0,"from"
"189865937","189865941",0.5084,0,"both"
"189865937","189865942",0.5107,0,"from"
"189865939","189862819",0.4135,-24,"both"
"189865939","189862838",0.4609,-24,"both"
"189865939","189862862",0.4237,-24,"both"
"189865939","189862909",0.4466,-24,"both"
"189865939","189866019",0.5072,0,"both"
"189865939","189866028",0.4089,0,"both"
"189865939","189865811",0.428,24,"both"
"189865939","189865834",0.4106,24,"both"
"189865941","189865937",0.5084,0,"both"
"189865941","189865942",0.7219,0,"from"
"189865941","189865971",0.7087,0,"from"
"189865942","189865937",0.5107,0,"to"
"189865942","189865941",0.7219,0,"to"
"189865945","189865974",0.5997,0,"from"
"189865947","189865976",0.9023,0,"from"
"189865948","189865974",0.5269,0,"from"
"189865951","189865966",0.4786,0,"both"
"189865951","189866003",0.4219,0,"both"
"189865952","189862857",0.8771,-24,"both"
"189865953","189862856",0.4328,-24,"both"
"189865954","189865964",0.7515,0,"both"
"189865954","189865985",0.7595,0,"from"
"189865956","189862862",0.4132,-24,"both"
"189865960","189865804",0.4363,24,"to"
"189865960","189865838",0.5803,24,"to"
"189865960","189865857",0.5072,24,"to"
"189865960","189865876",0.5321,24,"to"
"189865964","189865954",0.7515,0,"both"
"189865964","189865985",0.6535,0,"from"
"189865966","189865951",0.4786,0,"both"
"189865966","189865968",0.6046,0,"both"
"189865966","189866003",0.4052,0,"both"
"189865966","189866033",0.4845,0,"from"
"189865968","189865966",0.6046,0,"both"
"189865968","189866033",0.4488,0,"from"
"189865969","189866022",0.5385,0,"from"
"189865970","189862870",0.6178,-24,"from"
"189865970","189862879",0.5175,-24,"both"
"189865970","189865977",0.4202,0,"both"
"189865970","189865987",0.4342,0,"from"
"189865971","189865941",0.7087,0,"to"
"189865973","189865928",0.8815,0,"to"
"189865974","189865945",0.5997,0,"to"
"189865974","189865948",0.5269,0,"to"
"189865976","189865947",0.9023,0,"to"
