"from","to","weight","hourdiff","is_duplicate"
"187463385","187463374",1,0,"to"
"187463385","187463383",1,0,"to"
"187463387","187463317",1,0,"to"
"187463388","187463398",1,0,"both"
"187463388","187463408",1,0,"both"
"187463388","187463427",1,0,"both"
"187463388","187463431",1,0,"from"
"187463389","187463212",1,0,"both"
"187463389","187463286",1,0,"both"
"187463389","187463452",1,0,"from"
"187463390","187463447",1,0,"from"
"187463391","187463404",1,0,"both"
"187463391","187463412",1,0,"both"
"187463391","187463423",1,0,"from"
"187463392","187463417",1,0,"from"
"187463393","187463415",1,0,"from"
"187463395","187463414",1,0,"from"
"187463396","187463422",1,0,"both"
"187463396","187463425",1,0,"both"
"187463396","187463432",1,0,"both"
"187463396","187463450",1,0,"from"
"187463397","187463407",1,0,"from"
"187463398","187463388",1,0,"both"
"187463398","187463408",1,0,"both"
"187463398","187463427",1,0,"both"
"187463398","187463431",1,0,"from"
"187463400","187463446",1,0,"from"
"187463402","187463448",1,0,"from"
"187463404","187463391",1,0,"both"
"187463404","187463412",1,0,"both"
"187463404","187463423",1,0,"from"
"187463405","187463416",1,0,"from"
"187463407","187463397",1,0,"to"
"187463408","187463388",1,0,"both"
"187463408","187463398",1,0,"both"
"187463408","187463427",1,0,"both"
"187463408","187463431",1,0,"from"
"187463411","187463428",1,0,"from"
"187463412","187463391",1,0,"both"
"187463412","187463404",1,0,"both"
"187463412","187463423",1,0,"from"
"187463413","187463420",1,0,"from"
"187463414","187463395",1,0,"to"
"187463415","187463393",1,0,"to"
"187463416","187463405",1,0,"to"
"187463417","187463392",1,0,"to"
"187463420","187463413",1,0,"to"
"187463422","187463396",1,0,"both"
"187463422","187463425",1,0,"both"
"187463422","187463432",1,0,"both"
"187463422","187463450",1,0,"from"
"187463423","187463391",1,0,"to"
"187463423","187463404",1,0,"to"
"187463423","187463412",1,0,"to"
"187463424","187463443",1,0,"from"
"187463425","187463396",1,0,"both"
"187463425","187463422",1,0,"both"
"187463425","187463432",1,0,"both"
"187463425","187463450",1,0,"from"
"187463427","187463388",1,0,"both"
"187463427","187463398",1,0,"both"
"187463427","187463408",1,0,"both"
"187463427","187463431",1,0,"from"
"187463428","187463411",1,0,"to"
"187463431","187463388",1,0,"to"
"187463431","187463398",1,0,"to"
"187463431","187463408",1,0,"to"
"187463431","187463427",1,0,"to"
"187463432","187463396",1,0,"both"
"187463432","187463422",1,0,"both"
"187463432","187463425",1,0,"both"
"187463432","187463450",1,0,"from"
"187463433","187463451",1,0,"from"
"187463434","187463439",1,0,"both"
"187463434","187463441",1,0,"both"
"187463434","187463442",0.4075,0,"both"
"187463434","187463454",1,0,"from"
"187463437","187463449",1,0,"from"
"187463439","187463434",1,0,"both"
"187463439","187463441",1,0,"both"
"187463439","187463442",0.4075,0,"both"
"187463439","187463454",1,0,"from"
"187463441","187463434",1,0,"both"
"187463441","187463439",1,0,"both"
"187463441","187463442",0.4075,0,"both"
"187463441","187463454",1,0,"from"
"187463442","187463434",0.4075,0,"both"
"187463442","187463439",0.4075,0,"both"
"187463442","187463441",0.4075,0,"both"
"187463442","187463454",0.4075,0,"from"
"187463443","187463424",1,0,"to"
"187463446","187463400",1,0,"to"
"187463447","187463390",1,0,"to"
"187463448","187463402",1,0,"to"
"187463449","187463437",1,0,"to"
"187463450","187463396",1,0,"to"
"187463450","187463422",1,0,"to"
"187463450","187463425",1,0,"to"
"187463450","187463432",1,0,"to"
"187463451","187463433",1,0,"to"
"187463452","187463212",1,0,"to"
"187463452","187463286",1,0,"to"
"187463452","187463389",1,0,"to"
"187463454","187463434",1,0,"to"
"187463454","187463439",1,0,"to"
"187463454","187463441",1,0,"to"
"187463454","187463442",0.4075,0,"to"
"187463457","187463468",1,0,"both"
"187463457","187463472",1,0,"both"
"187463457","187463491",1,0,"both"
"187463457","187463494",1,0,"both"
"187463457","187463518",1,0,"from"
"187463458","187463483",1,0,"from"
"187463465","187463515",1,0,"both"
"187463465","187463530",1,0,"both"
"187463465","187463541",1,0,"from"
"187463468","187463457",1,0,"both"
"187463468","187463472",1,0,"both"
"187463468","187463491",1,0,"both"
"187463468","187463494",1,0,"both"
"187463468","187463518",1,0,"from"
"187463472","187463457",1,0,"both"
"187463472","187463468",1,0,"both"
"187463472","187463491",1,0,"both"
"187463472","187463494",1,0,"both"
"187463472","187463518",1,0,"from"
"187463474","187463531",1,0,"from"
"187463475","187463481",1,0,"both"
"187463475","187463487",1,0,"both"
"187463475","187463492",1,0,"both"
"187463475","187463504",1,0,"from"
"187463476","187461342",0.6882,-24,"from"
"187463477","187463508",1,0,"from"
"187463478","187463528",0.9974,0,"from"
"187463480","187463540",1,0,"from"
"187463481","187463475",1,0,"both"
"187463481","187463487",1,0,"both"
"187463481","187463492",1,0,"both"
"187463481","187463504",1,0,"from"
"187463483","187463458",1,0,"to"
"187463487","187463475",1,0,"both"
"187463487","187463481",1,0,"both"
"187463487","187463492",1,0,"both"
"187463487","187463504",1,0,"from"
"187463488","187463496",1,0,"both"
"187463488","187463523",1,0,"both"
"187463488","187463529",1,0,"from"
"187463491","187463457",1,0,"both"
"187463491","187463468",1,0,"both"
"187463491","187463472",1,0,"both"
"187463491","187463494",1,0,"both"
"187463491","187463518",1,0,"from"
"187463492","187463475",1,0,"both"
"187463492","187463481",1,0,"both"
"187463492","187463487",1,0,"both"
"187463492","187463504",1,0,"from"
"187463494","187463457",1,0,"both"
"187463494","187463468",1,0,"both"
"187463494","187463472",1,0,"both"
"187463494","187463491",1,0,"both"
"187463494","187463518",1,0,"from"
"187463496","187463488",1,0,"both"
"187463496","187463523",1,0,"both"
"187463496","187463529",1,0,"from"
"187463498","187463516",0.4754,0,"both"
"187463498","187463524",0.4754,0,"both"
"187463498","187463535",0.4754,0,"both"
"187463498","187463538",0.4754,0,"from"
"187463504","187463475",1,0,"to"
"187463504","187463481",1,0,"to"
"187463504","187463487",1,0,"to"
"187463504","187463492",1,0,"to"
"187463508","187463477",1,0,"to"
"187463515","187463465",1,0,"both"
"187463515","187463530",1,0,"both"
"187463515","187463541",1,0,"from"
"187463516","187463498",0.4754,0,"both"
"187463516","187463524",1,0,"both"
"187463516","187463535",1,0,"both"
"187463516","187463538",1,0,"from"
"187463517","187463527",1,0,"from"
"187463518","187463457",1,0,"to"
"187463518","187463468",1,0,"to"
"187463518","187463472",1,0,"to"
"187463518","187463491",1,0,"to"
"187463518","187463494",1,0,"to"
"187463519","187463521",0.9978,0,"both"
"187463519","187463522",0.9978,0,"from"
"187463521","187463519",0.9978,0,"both"
"187463521","187463522",1,0,"from"
"187463522","187463519",0.9978,0,"to"
"187463522","187463521",1,0,"to"
"187463523","187463488",1,0,"both"
"187463523","187463496",1,0,"both"
"187463523","187463529",1,0,"from"
"187463524","187463498",0.4754,0,"both"
"187463524","187463516",1,0,"both"
"187463524","187463535",1,0,"both"
"187463524","187463538",1,0,"from"
"187463527","187463517",1,0,"to"
"187463528","187463478",0.9974,0,"to"
"187463529","187463488",1,0,"to"
"187463529","187463496",1,0,"to"
"187463529","187463523",1,0,"to"
"187463530","187463465",1,0,"both"
"187463530","187463515",1,0,"both"
"187463530","187463541",1,0,"from"
"187463531","187463474",1,0,"to"
"187463535","187463498",0.4754,0,"both"
"187463535","187463516",1,0,"both"
"187463535","187463524",1,0,"both"
"187463535","187463538",1,0,"from"
"187463536","187461351",0.7023,-24,"from"
"187463538","187463498",0.4754,0,"to"
"187463538","187463516",1,0,"to"
"187463538","187463524",1,0,"to"
"187463538","187463535",1,0,"to"
"187463540","187463480",1,0,"to"
"187463541","187463465",1,0,"to"
"187463541","187463515",1,0,"to"
"187463541","187463530",1,0,"to"
"187463542","187463590",1,0,"from"
"187463543","187463548",1,0,"both"
"187463543","187463573",1,0,"both"
"187463543","187463603",1,0,"from"
"187463544","187463587",1,0,"from"
"187463545","187463569",0.9971,0,"both"
"187463545","187463599",1,0,"from"
"187463546","187463557",1,0,"both"
"187463546","187463567",1,0,"both"
"187463546","187463582",1,0,"both"
"187463546","187463595",1,0,"both"
"187463546","187463597",1,0,"both"
"187463546","187463598",1,0,"both"
"187463546","187463611",1,0,"from"
"187463548","187463543",1,0,"both"
"187463548","187463573",1,0,"both"
"187463548","187463603",1,0,"from"
"187463549","187463612",1,0,"from"
"187463550","187463563",1,0,"both"
"187463550","187463621",0.9997,0,"from"
"187463555","187463605",1,0,"both"
"187463555","187463607",1,0,"both"
"187463555","187463614",1,0,"from"
"187463557","187463546",1,0,"both"
"187463557","187463567",1,0,"both"
"187463557","187463582",1,0,"both"
"187463557","187463595",1,0,"both"
"187463557","187463597",1,0,"both"
"187463557","187463598",1,0,"both"
"187463557","187463611",1,0,"from"
"187463560","187463581",1,0,"both"
"187463560","187463583",1,0,"both"
"187463560","187463588",1,0,"both"
"187463560","187463608",1,0,"both"
"187463560","187463619",1,0,"from"
"187463561","187463572",1,0,"both"
"187463561","187463580",1,0,"both"
"187463561","187463592",1,0,"from"
"187463562","187463600",1,0,"from"
"187463563","187463550",1,0,"both"
"187463563","187463621",0.9997,0,"from"
"187463567","187463546",1,0,"both"
"187463567","187463557",1,0,"both"
"187463567","187463582",1,0,"both"
"187463567","187463595",1,0,"both"
"187463567","187463597",1,0,"both"
"187463567","187463598",1,0,"both"
"187463567","187463611",1,0,"from"
"187463569","187463545",0.9971,0,"both"
"187463569","187463599",0.9971,0,"from"
"187463571","187463616",1,0,"from"
"187463572","187463561",1,0,"both"
"187463572","187463580",1,0,"both"
"187463572","187463592",1,0,"from"
"187463573","187463543",1,0,"both"
"187463573","187463548",1,0,"both"
"187463573","187463603",1,0,"from"
"187463580","187463561",1,0,"both"
"187463580","187463572",1,0,"both"
"187463580","187463592",1,0,"from"
"187463581","187463560",1,0,"both"
"187463581","187463583",1,0,"both"
"187463581","187463588",1,0,"both"
"187463581","187463608",1,0,"both"
"187463581","187463619",1,0,"from"
"187463582","187463546",1,0,"both"
"187463582","187463557",1,0,"both"
"187463582","187463567",1,0,"both"
"187463582","187463595",1,0,"both"
"187463582","187463597",1,0,"both"
"187463582","187463598",1,0,"both"
"187463582","187463611",1,0,"from"
"187463583","187463560",1,0,"both"
"187463583","187463581",1,0,"both"
"187463583","187463588",1,0,"both"
"187463583","187463608",1,0,"both"
"187463583","187463619",1,0,"from"
"187463584","187463594",1,0,"from"
"187463587","187463544",1,0,"to"
"187463588","187463560",1,0,"both"
"187463588","187463581",1,0,"both"
"187463588","187463583",1,0,"both"
"187463588","187463608",1,0,"both"
"187463588","187463619",1,0,"from"
"187463589","187463606",1,0,"from"
"187463590","187463542",1,0,"to"
"187463592","187463561",1,0,"to"
"187463592","187463572",1,0,"to"
"187463592","187463580",1,0,"to"
"187463594","187463584",1,0,"to"
"187463595","187463546",1,0,"both"
"187463595","187463557",1,0,"both"
"187463595","187463567",1,0,"both"
"187463595","187463582",1,0,"both"
"187463595","187463597",1,0,"both"
"187463595","187463598",1,0,"both"
"187463595","187463611",1,0,"from"
"187463597","187463546",1,0,"both"
"187463597","187463557",1,0,"both"
"187463597","187463567",1,0,"both"
"187463597","187463582",1,0,"both"
"187463597","187463595",1,0,"both"
"187463597","187463598",1,0,"both"
"187463597","187463611",1,0,"from"
"187463598","187463546",1,0,"both"
"187463598","187463557",1,0,"both"
"187463598","187463567",1,0,"both"
"187463598","187463582",1,0,"both"
"187463598","187463595",1,0,"both"
"187463598","187463597",1,0,"both"
"187463598","187463611",1,0,"from"
"187463599","187463545",1,0,"to"
"187463599","187463569",0.9971,0,"to"
"187463600","187463562",1,0,"to"
"187463603","187463543",1,0,"to"
"187463603","187463548",1,0,"to"
"187463603","187463573",1,0,"to"
"187463605","187463555",1,0,"both"
"187463605","187463607",1,0,"both"
"187463605","187463614",1,0,"from"
"187463606","187463589",1,0,"to"
"187463607","187463555",1,0,"both"
"187463607","187463605",1,0,"both"
"187463607","187463614",1,0,"from"
"187463608","187463560",1,0,"both"
"187463608","187463581",1,0,"both"
"187463608","187463583",1,0,"both"
"187463608","187463588",1,0,"both"
"187463608","187463619",1,0,"from"
"187463611","187463546",1,0,"to"
"187463611","187463557",1,0,"to"
"187463611","187463567",1,0,"to"
"187463611","187463582",1,0,"to"
"187463611","187463595",1,0,"to"
"187463611","187463597",1,0,"to"
"187463611","187463598",1,0,"to"
"187463612","187463549",1,0,"to"
"187463614","187463555",1,0,"to"
"187463614","187463605",1,0,"to"
"187463614","187463607",1,0,"to"
"187463616","187463571",1,0,"to"
"187463619","187463560",1,0,"to"
"187463619","187463581",1,0,"to"
"187463619","187463583",1,0,"to"
"187463619","187463588",1,0,"to"
"187463619","187463608",1,0,"to"
"187463621","187463550",0.9997,0,"to"
"187463621","187463563",0.9997,0,"to"
"187464036","187464044",1,0,"both"
"187464036","187464119",1,0,"both"
"187464036","187464122",1,0,"from"
"187464044","187464036",1,0,"both"
"187464044","187464119",1,0,"both"
"187464044","187464122",1,0,"from"
"187464045","187464064",1,0,"from"
"187464049","187464116",0.4223,0,"from"
"187464054","187464062",1,0,"from"
"187464056","187461571",1,-24,"both"
"187464062","187464054",1,0,"to"
"187464064","187464045",1,0,"to"
"187464066","187464129",0.9992,0,"from"
"187464075","187464104",1,0,"from"
"187464086","187464114",1,0,"from"
"187464091","187461543",0.4382,-24,"both"
"187464098","187464110",1,0,"both"
"187464098","187464133",1,0,"from"
"187464100","187461543",0.6284,-24,"both"
"187464100","187464106",0.545,0,"both"
"187464100","187464107",0.4114,0,"both"
"187464104","187464075",1,0,"to"
"187464106","187461543",0.5586,-24,"both"
"187464106","187464100",0.545,0,"both"
"187464106","187464107",0.4088,0,"both"
"187464107","187461543",0.4959,-24,"both"
"187464107","187464100",0.4114,0,"both"
"187464107","187464106",0.4088,0,"both"
"187464110","187464098",1,0,"both"
"187464110","187464133",1,0,"from"
"187464114","187464086",1,0,"to"
"187464116","187464049",0.4223,0,"to"
"187464119","187464036",1,0,"both"
"187464119","187464044",1,0,"both"
"187464119","187464122",1,0,"from"
"187464120","187461606",0.5813,-24,"from"
"187464122","187464036",1,0,"to"
"187464122","187464044",1,0,"to"
"187464122","187464119",1,0,"to"
"187464129","187464066",0.9992,0,"to"
"187464133","187464098",1,0,"to"
"187464133","187464110",1,0,"to"
"187464135","187464175",1,0,"from"
"187464138","187464148",0.4469,0,"from"
"187464141","187464164",1,0,"from"
"187464146","187464216",1,0,"from"
"187464148","187464138",0.4469,0,"to"
"187464150","187461559",0.4357,-24,"both"
"187464150","187461579",0.4357,-24,"from"
"187464164","187464141",1,0,"to"
"187464167","187464180",1,0,"from"
"187464173","187461627",0.5492,-24,"both"
"187464173","187464209",0.6591,0,"both"
"187464175","187464135",1,0,"to"
"187464178","187461590",0.6422,-24,"both"
"187464180","187464167",1,0,"to"
"187464183","187464215",1,0,"from"
"187464186","187464189",1,0,"from"
"187464188","187461611",0.8462,-24,"both"
"187464189","187464186",1,0,"to"
"187464203","187464213",1,0,"from"
"187464209","187461627",0.6341,-24,"both"
"187464209","187464173",0.6591,0,"both"
"187464213","187464203",1,0,"to"
"187464215","187464183",1,0,"to"
"187464216","187464146",1,0,"to"
"187466912","187466915",1,0,"from"
"187466915","187466912",1,0,"to"
"187466919","187466925",1,0,"from"
"187466922","187466953",1,0,"from"
"187466925","187466919",1,0,"to"
"187466931","187466969",0.5051,0,"from"
"187466931","187469358",0.4757,24,"both"
"187466936","187466940",1,0,"from"
"187466937","187466939",1,0,"from"
"187466939","187466937",1,0,"to"
"187466940","187466936",1,0,"to"
"187466945","187466957",1,0,"from"
"187466953","187466922",1,0,"to"
"187466957","187466945",1,0,"to"
"187466969","187466931",0.5051,0,"to"
"187466969","187469358",0.5283,24,"to"
"187466973","187469360",0.977,24,"to"
"187466975","187466976",1,0,"from"
"187466976","187466975",1,0,"to"
"187466981","187466983",1,0,"from"
"187466983","187466981",1,0,"to"
"187466985","187467138",1,0,"from"
"187466986","187467131",1,0,"from"
"187466987","187469467",0.4327,24,"to"
"187466993","187467153",1,0,"from"
"187466996","187467000",1,0,"from"
"187466997","187469268",0.4967,24,"to"
"187467000","187466996",1,0,"to"
"187467004","187467031",1,0,"from"
"187467013","187467095",1,0,"from"
"187467013","187469370",0.4285,24,"both"
"187467015","187467106",0.4944,0,"from"
"187467015","187469420",0.4827,24,"both"
"187467019","187467072",1,0,"from"
"187467031","187467004",1,0,"to"
"187467038","187469399",0.5032,24,"to"
"187467038","187469450",0.5145,24,"to"
"187467044","187467051",1,0,"from"
"187467044","187469363",0.5125,24,"both"
"187467045","187469454",0.6634,24,"to"
"187467047","187467054",1,0,"from"
"187467049","187469320",0.5566,24,"to"
"187467051","187467044",1,0,"to"
"187467051","187469363",0.5125,24,"to"
"187467054","187467047",1,0,"to"
"187467056","187467070",1,0,"from"
"187467064","187467093",0.5525,0,"from"
"187467066","187467118",1,0,"from"
"187467069","187467109",1,0,"from"
"187467070","187467056",1,0,"to"
"187467071","187469343",0.5127,24,"to"
